,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.rating,reviews.text,reviews.title,reviews.username
28375,73 Tinker St,"hotels & motels,Hotels,Lodging,Hotel,B&bs / Inns,Bed and Breakfast,travel,Bed & Breakfast & Inns,Motels,Uncategorized",Woodstock,US,42.04035,-74.12098,Twin Gables of Woodstock,12498,NY,5.0,My teenage son and I had an excellent stay at Twin Gables. The staff was warm and welcoming and very knowledgeable about the area. The rooms are basic but very clean and very quiet considering the location. We chatted with other guests in the main common area during breakfast which made the experience even more enjoyable. Twin Gables is right... More,Charming Inn in Perfect Location,Lee M
28495,2920 N Lindbergh Blvd,Hotels & Motels,Saint Ann,US,38.714704,-90.408154,Happy Tails Hotel & Playland,63074,Saint Anne,,"Poor Customer Service Resolving a problem has proven very difficult as no one will call me back. After calling weekly and getting the run around from managers stating they need to talk to the owner, but no return call from manager nor owner inspite of weekly calls. Avoiding a problem never solves anything.",,Eskimo Dog
28510,1745 S E Marshall St,Hotels,Boone,US,42.035281,-93.876328,Baymont Inn and Suites Boone,50036,IA,2.0,Family weekend. Rooms were to small. Hot tub out of order. No fan in bathroom. Would not stay here again.,Family weekend,A Traveler
28593,1570 N Newport Rd,"Hotels,Hotel,Hotel Colorado Springs Airport",Colorado Springs,US,38.80819,-104.72747,Springhill Suites Marriott Colorado Springs South,80916,Co Spgs,3.0,"We stayed here for a quick overnight before heading home after visiting family. The suite room was great for staying with our son, with the separate sleeping area. The view of the Rockies was beautiful.",Good for a quick overnight,dtwi11iams
28619,2407 N Illinois Route 178,Hotels,Oglesby,US,41.281081,-89.010139,Brightwood Inn Country Inn,61348,Piety Hill,5.0,"Excellent quiet country location just 5 - 10 minutes away from Starved Rock State Park -- an easy drive. Building and grounds are charming and beautiful. Breakfast both days was more than ample and was excellent. Bedding was too soft for a good night's sleep -- better the second night after removing the feather bed top. Sharon, Kevin, and the maintenance man were friendly, polite, and helpful.",,John
28641,400 S Main St,Hotels,Fort Bragg,US,39.43815,-123.80602,Motel 6 Fort Bragg,95437,Inglenook,3.0,Ok motel...staff is pretty friendly and the rooms are o.k. Pool area was actually clean and smelled clean....worth 95 dollars a night but not much more. Not a bad location in town either. Wish the bathroom was a little more contemporary.,Not bad...not great,dpelliott98
28661,5414 E Main St,"Hotel,Hotels & Motels",Mesa,US,33.4157,-111.7143,Westernaire Motel,85205,AZ,3.0,"I stayed here for about 4 months for work in 2013, its a very old hotel, but it was the best deal we could find at that time of year. The room I had did not have any AC or heat, so that sucked. The roof leaked when it rained, but its a desert and it rained more when I... More","Very old hotel, but its not bad to live in for 4 months",Scott F
28663,5700 Freedom Dr,Hotels & Motels,Columbia,US,38.961861,-92.24376,Super 8 Columbia East,65202,Lindbergh,5.0,"Nothing fancy, but this was a motel that felt safe, clean and had friendly, helpful staff. I would certainly stay here again. Excellent price for what we got.",Excellent value - pleasant stay,Sabrina J
28680,2607 Atlantic Ave,Hotels,Virginia Beach,US,36.85497235,-75.97641885,Holiday Inn Express Hotel and Suites Va Beach Oceanfront,23451,VA,2.0,"After getting into our room, I found that I did not get what I had booked through Expedia over a month ago. I called the desk and he said they had nothing else available that night. How do you not have the room that someone booked over a month ago that was non refundable The carpet was wet so had to put towels down and the comment for that was because of the resent storm but still no extra rooms. By the next day, we were not changing at that point. Never will stay again!!!",DID NOT GET WHAT I BOOKED,A Traveler
28909,355 Santana Row,"Hotels,Hotel, Bar, and Hotel Bar",San Jose,US,37.32098,-121.9479,Hotel Valencia Santana Row,95128,CA,1.0,"Pros: convenient location, up to date rooms, and friendly valet and front office staff. Cons: Walls are paper thin and you can hear everyone come off the elevator. The problem wasn't the hotel but the patrons. We had 2 rooms and my family and I got no sleep until 3am when the partiers are finally passed out.",Nice rooms but way too noisy,A Traveler
29106,1535 Broadway,"Banquet Rooms,Hotels,Banquet Facilities,Hotels & Motels,Hotel,Hotels Motels",New York,US,40.758465,-73.985639,New York Marriott Marquis,10036,Nyc,,"holiday wonder MY DAUGHTER AND I STAYED AT THE MARRIOTT MARQUIS FROM DEC. 4TH - 11TH, 2002. WE HAD NEVER BEEN IN N.Y. - WHAT A WONDERFUL INTRODUCTION TO SUCH A SPECTACULAR CITY. THE ENTIRE HOTEL WAS DECKED OUT WITH GORGEOUS CHRISTMAS TREES AND FRESH POINSETTIAS. OUR ROOM WAS SPACIOUS, NEAT AND CLEAN. THE ROOM ATTENDANTS WERE FRIENDLY AND COURTEOUS. MARRIOTT'S LOCATION IS INCREDIBLE - CLOSE TO EVERYTHING WE WANTED TO DO. IF I AGAIN GO TO N.Y., I WANT TO STAY HERE NOTHING COULD COMPARE WITH THE EXCITEMENT OF THE HOTEL AND TIMES SQUARE. VIEW RESTAURANT EXCELLENT.",,phina
29426,545 Humboldt Ave,"Wedding Receptions & Parties,Convention & Meeting Facilities & Services,California (ca),Halls & Auditoriums,Hotel & Motel Reservations,Hotel,Party Planning Service,Meeting Facilities,Hotel & Motel Consultants,Hotels,Willows,Hotels & Motels,Resorts,Willows Hotels",Willows,US,39.526682,-122.212249,Holiday Inn Express & Suites Willows,95988,CA,5.0,"This is the second time I've stayed here, and both stays were terrific. Great rooms, great service, great location. Super comfy beds. Plenty of places to shop and eat close by. I love this place!",,Bradley W. at Judy's Book
29427,205 Main St,Hotels,Grand Junction,US,39.067321,-108.569141,Hampton Inn Grand Junction Downtown/historic Main Street,81501,CO,1.0,"Overall, we were very disappointed with our stay at the g. Junction Hampton inn. Our room smelled horrible from a previous smoker. We informed staff but there were no other rooms available to change. My husbands allergies were elevated due to the smokey smell. We asked the front desk the following morning if we would be eligible for a credit based on the company policy that customer satisfaction is 1 priority, but she couldn't help us since we booked with hotels.com. We're usually loyal Hampton inn customers, but not anymore. We will not book a reservation with Hampton Inn again!",We slept in an ash tray,Kristie
29489,929 10th St,"Corporate Lodging,Lodging,Wedding Reception Locations & Services,Banquet Halls & Reception Facilities,Hotels",Floresville,US,29.143097,-98.1546,Holiday Inn Express Suites Floresville,78114,TX,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
29490,1765 Young St,"Hotels,Hotel,Lodging,Motels",Selma,US,36.563004,-119.613205,Villager Inn Motel,93662,CA,1.0,"2 am in the morning, 44.99 sign advertising Villager Inn, okay get something at all costs. Upon entering room, appeared clean enough, however, upon retiring, on a very hard mattress, I heard and felt the constant vibration of rumblings, and told my wife it must be thundering outdoors. Soon, a train was barrelling past our room, and I knew this... More",Avoid at all costs!,RobertKiehl
29492,621 Esplanade Ave,Hotels,New Orleans,US,29.9632203,-90.059329,Lamothe House,70116,LA,5.0,We visited NO with another couple. Spent 3 enjoyable days in the French Quarter.,"Authentic French Quarter, clean accommodations!",James
29589,256 Moo 4 Najomtien,"Hotel,Hotels",Washington,US,13.368448,100.987206,Dor-shada Resort By The Sea,20260,DC,2.0,"The hotel has interesting design and located right on the beach. Those are the only 2 stars I would give them. Construction next door (not their fault) makes me more susceptible to other things, such as very rundown, neglected feeling of the property. The reason I'm still here is that the room hasn't been cleaned yet, so I can't even... More",Looking for another place,yurvlad
29600,901 S Us Highway 69,"Motels,Hotels",Kiowa,US,34.68557,-95.92182,Hi-way Inn of Kiowa,74553,OK,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
29601,142 Oak Ct,Hotels,Slidell,US,30.22415,-89.78667,Sleep Inn Slidell,70458,LA,4.0,Our room was clean and the staff were friendly and helpful.,Nice Room,Brandy
29655,1200 West Ave,"Hotel,Hotels",New Castle,US,39.698486,-75.55117,Knights Inn New Castle/wilmington,19720,DE,1.0,"We had to walk through the facility with employee to find a CLEAN room. 5 different rooms before we found a clean one. The drawers were broken, the pillowcases were yellow and there was mold on the ceiling in the bathroom. This place is not worth the time or money. The only worth talking about at this place is was... More",Worst place ever. Stay Away,Rasbolo
29658,5900 N Oracle Rd,"Luxury Hotels,Hotels,Resorts Reservations,Hotels & Motels,Honeymoon Resorts",Tucson,US,32.31373,-110.977477,"La Posada Lodge & Casitas, An Ascend Hotel Collection Member",85704,AZ,1.0,"HORRIBLE!!! DO NOT STAY HERE!! The front desk staff and hotel management is disorganized and unprofessional. We had our wedding ceremony here and when family called to check in, the front desk had no idea what they were talking about. In the end, I had to book some of the rooms myself for family, and ""no rooms were booked under the wedding party name"" as the front fesk informed me. They double booked the bride and grooms rooms. They quoted us one rate and changed it when we checked out. When we talked to the management about it, he accused us of making up rates and offered us an insulting $10 off our rooms after we (bride and groom) had spent over $1400 there in two days, not counting the 10+ rooms booked for at least two nights each by friends and family.On a health and cleanliness note, we went to use the jacuzzi tub and brown, slimy stuff came out of the jets when we turned them on, a clear sign of an inproperly cleaned tub.BAD GUEST SERVICE!!!!",,brie
29660,100 S 4th St,Hotels,Huntingdon,US,40.48387,-78.01093,Comfort Inn Huntingdon,16652,PA,5.0,,,A Traveler
29733,4501 Avenue O 61,"Motels,Hotels,Lodging",Fort Madison,US,40.62387,-91.37009,Mericana Motel,52627,IA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
29735,1600 Lamar,"Hotels & Motels,Wedding Sites,Meeting Facilities,Banquet Rooms,Restaurants,Wedding Planners,Coffeehouses,Mexican",Houston,US,29.75143553,-95.36045909,Hilton Americas-houston,77010,TX,,"GORGEOUS HOTEL!!!!!!!!!! I must say, wow!!! I stayed a few extra days in Houston, and decided I wanted to spend some time downtown. I stayed at the Hilton Post Oak earlier in the week, but decided to change hotels to be closer to everything downtown. What can I say besides, FABULOUS! Everything was FABULOUS!!!!!! I WILL BE BACK....",,hardtoplease07
29752,200 S,"Marketing Consultants,Casinos,RV Parks,Hotels & Motels",East Saint Louis,US,38.628986,-90.174933,Casino Queen Rv Park,62201,Sauget,,"The RV park is even worse than the casino! Shootings, homicides, arsons, you name it! East St. Louis, with every single square block crawling with serial killers, serial arsonists, wanted fugitives, prison escapees, and other dangerous criminals, is totally no place for an RV park, especially as AK-47 bullets, with an average muzzle velocity of roughly 1,600 miles per hour, can even tear through cinder block walls!",,King M.
29753,23702 Rockfield Blvd,Hotels,Lake Forest,US,33.628221,-117.715975,Quality Inn and Suites Irvine Spectrum,92630,CA,5.0,Great and will repeat!,,Nancy
29874,215 10th St,Hotels,Marina,US,36.66457,-121.80524,Marriott Springhill Marina,93933,CA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
29875,1915 6th St N,"Corporate Lodging,Hotels,Hotels & Motels,Lodging",Columbus,US,33.514122,-88.42615,Hampton Inn Suites Columbus,39701,G T Airport,1.0,"The hotel was very clean and beds were comfortable. It was quiet a night , no traffic noise. There are two restaurants a short walk away and shopping very convenient down the street. The parking lot was different being in front of the building and part of a side street but not a problem and was safe. The staff was... More",College look see trip,Stlynch56
29885,1815 Silverado Trl,"Hotels,Bed & Breakfasts,Hotels & Motels",Napa,US,38.315025,-122.276152,Milliken Creek Inn,94558,CA,,"Sophisticated blend of Europe and Asia, bedroom and spa. The SceneThis hotel's twelve romantic rooms lie on the banks of the meandering Napa River. The setting is peaceful and elegant, the hospitality phenomenal. Gourmet breakfasts are packed in picnic baskets for guests to enjoy on wine country jaunts, back at the hotel's waterfall terrace, or, an even more popular option, in their soft down-covered beds.The DetailsUnlike many of its wine country neighbors with their frilly Victorian lace and overpowering floral wallpaper, this elegant inn takes the clean, soothing ambiance of its spa into the bedroom. Not all rooms are the same, but all are sophisticated, and appointed with fireplaces, L'Occitane bath salts and fine Frette linens. In luxury rooms the white, khaki, lemon, and olive tones join palm fronds, gauze canopies, and Balinese fans to create a colonial Indochine flavor. In premium suites, guests can enjoy their own private spa with hydrotherapy bathtubs and a private riverfront terrace.",,Contributor
29892,1017 W Main St,"General Contractors,Hotel,Hotels",Hendersonville,US,36.30493,-86.652794,Intown Suites Nashville North,37075,TN,1.0,"Services are poor, rooms are filthy, comforter and bed are (worn, dirty and smelly) in this price 347.74 for a week with non-refundable, even if you stay just for one day. I would never recommend anyone to stay there for less than a week. I would strongly recommend staying in Relax Inn motel Just couple blocks away is much... More","Dirty room, dirty carpet and smelly bed.",Syed A
29896,1449 Riverside Dr,"Hotels,Bed & Breakfasts,Bed & Breakfast Reservations,Bed & Breakfasts (b&b)",Redding,US,40.590188,-122.394149,The Desmond House Bed & Breakfast,96001,CA,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
29897,106 E North St,"Hotels,Lodging,Hotel,Bed & Breakfast & Inns,Motels",Leesville,US,31.144867,-93.26334,The Booker-lewis,71446,Hawthorne,5.0,Food is amazing and the staff is great. I'll definitely keep coming back. Best and most professional staff. Always had a great experience. Food is the freshest and best prepared. Great all the way around. Jared,Great service,Jared P
29917,3 County Road 134,"Bed & Breakfast & Inns,Motels,Lodging,Hotels",Long Eddy,US,41.84524,-75.11439,Shamrock Hill Inn,12760,NY,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
29918,301 S Black Horse Pike,Hotels,Bellmawr,US,39.86358,-75.07821,Econo Lodge Bellmawr,8031,Gloucester City,3.0,Good location. Reasonable price.,ok for the price,A Traveler
29975,104 Mallard St,Hotels,Sulphur,US,30.21369,-93.32655,Crossland Economy Studios - Lake Charles - Sulphur,70665,LA,4.0,The lady at the front desk was very helpful.,Good price for quality,Gina
30038,301 W San Juan Ave,Hotels & Motels,Telluride,US,37.936026,-107.813392,Hotel Columbia,81435,Pandora,5.0,"Charming hotel, very well appointed, great service and 500 feet from the Gondola! The rooms are really large with great views. A little noisy from the street traffic because it is so close to the Gondola but really not an issue. The only real issue is the hotel is in serious need of an internet upgrade! Don't count on getting... More",Location! Location!,Fly4Work
30085,308 Canyon Dr,"Raton Hotels and Motels,Raton,operation,Travel & Leisure,hotels & motels,Hotels,Hotel,travel,Hotels and Motels",Raton,US,36.90992,-104.44177,Raton Pass Inn,87740,NM,5.0,"A bit hard to find but this is a classic '50's style hotel. Beds are comfortable and the room is spotless. The 50's negatives are a small bathroom and tub. But the breakfast, even though limited, is excellent. Better than most chains. But be sure to visit with the owner/operator a very interesting lady. Worth the search!","Quaint, Clean, Reasonable",Jim D
30098,15506 E Main St,"Hotel,Hotels",Sumner,US,47.202366,-122.22269,Sumner Motor Inn,98390,Dieringer,2.0,"This motel was just ok in my opinion. Room was clean except for the dirty pillow case (looked like mold and slobber was on it, gross). Had a clean one shortly after with no problems. I didn't like that the room had a very strong bleach smell. Didn't exactly smell clean but more like they were trying to cover up... More",Eh Just OK,kimmie0671
30108,2102 S Coulter St,Hotels & Motels,Amarillo,US,35.188787,-101.920465,Days Inn-amarillo-medical Ctr,79106,TX,,"Value-conscious hotel with the sunburst sign provides basic amenities to ensure travelers a comfortable stay. In ShortThis nationwide chain promises value-added amenities to its guests. King and two-queen guest rooms offer clock radios, hair dryers, shampoo, televisions with HBO or Showtime and complimentary copies of USA Today. The property is inspected three times a year for quality by an independent quality assurance team and assigned a Sunburst rating, so travelers can rest assured that their accommodations are clean and comfortable.",,Contributor
30176,600 N Mathilda Ave,Hotels,Sunnyvale,US,37.392275,-122.029667,Best Western Silicon Valley Inn,94085,CA,4.0,relaxing,Work,Don
30231,9023 Annapolis Road/i 495,Hotels,Lanham,US,38.96123,-76.86226,Days Inn Lanham Washington Dc,20706,Seabrook,5.0,RELAXING,,Oralia
30300,3811 Edward Rd,Hotels,Princeville,US,22.226328,-159.481416,Cliffs 7305 By Redawning,96722,HI,4.0,"This hotel is located in one of the best locations in Kauai- it has beautiful views of the ocean. The rooms are very spacious and are equipped with a full kitchen which is helpful, especially if you don't want to spend a lot of money eating out three times a day. The hotel does not have an access to a... More",Our amazing trip to Kauai,NyStar
30313,446 Southbridge St,Hotels,Auburn,US,42.199763,-71.840633,La Quinta Inn Auburn Worcester,1501,MA,3.0,"I have stayed at this hotel at least 7 times over the past 20 years. this is going to be a very mixed review. The room was cozy, but I could tell someone had smoked in it before as there was a lingering odor. The breakfast was good. The carpet and the bathroom were horrible and in need of MAJOR... More",Hometown Visit,David S
30533,3060 Green Mountain Dr,Hotels,Branson,US,36.632772,-93.272004,Dockers Inn,65616,Bull Creek Village,4.0,"Room was nice and clean and bed was very comfortable. On the downside, the volume didn't work on TV and it was too late when we got back to the room to call for assistance. The bathroom door would hang up on commode when opening or closing and you had to really shove it to clear the commode. We don't expect a great breakfast but it did not meet our expectations.",,A Traveler
30670,464 Spring Bay Ter,"Bed & Breakfast & Inns,Hotels,Lodging,Motels",Olga,US,48.603333,-122.82356,Spring Bay Inn,98279,WA,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
30696,3005 Franklin Blvd,"Hotel, Conference Room, and Meeting Room South Eugene,Travel and Tourism,Extended Stay,Hotels,Hotel,Bed and Breakfast,Motels,Hotels and Lodging",Eugene,US,44.04401959,-123.0476193,Candlewood Suites Eugene Springfield,97403,OR,6.3,Tripping over the air conditioner when getting out of bed The room layout was great,Easy access,Dorothy
30780,12015 Harbor Blvd,Hotels,Garden Grove,US,33.78814,-117.916591,Anaheim Marriott Suites,92840,CA,5.0,"This is my familys go to hotel for Southern California Trips. Although its walking distance to Disney which is great, and have an awesome shuttle to Disney for those that dont want to walk when we stay here, were able to go to great shopping nearby, beautiful beaches, Knotts Berry Farm, and other popular destinations. We always have a great... More","Excellent Location, Excellent Experience, Excellent Price",Ruben A
31055,5059 Highway 140,Hotels,Mariposa,US,37.486574,-119.967114,Monarch Inn,95338,CA,4.0,The hotel stay was nice. We were there for the day. This was old Best Western hotel as evident from tray and toiletries. The outer look of the hotel is nice and so were the room interiors. Continental breakfast was nice. It was little pricey for the hotel but it may be high due to busy summer season and proximity to Yosemite national park near archrock gate entrance. TV remote was too complex to operate. Beds were ok.,Pricey hotel but close to Yosemite,JAY
31125,1022 N 1st St,"Motels,Lodging,Bed & Breakfast & Inns,Hotels",Yakima,US,46.614468,-120.51191,Yakima Inn,98901,Sumach,1.0,I tried to call them several times after 10:00pm to rent a room thy didn't answered the phone yet drive to them and go to office thy still had rooms open this couldn't be good for the ratings or people to retun for a stay on any othey visit,,Toni B.
31128,1407 E Rusk St,Hotels & Motels,Jacksonville,US,31.964827,-95.254599,Homeplace Inn and Suites,75766,Enterprise,,"A lodging staple for budget-minded road-trippers and business travelers. In ShortSince the Ramada brand made its debut in 1954 in Flagstaff, Ariz., the hotel franchise has been offering dependable accommodations with budget-wise perks. Families appreciate the kids-stay-free policy for children 17 and under staying with their parents. Other amenities usually include a swimming pool, full-service restaurant, lounge, in-room data ports and voice mail. Group rates--for wedding parties, corporate groups or family reunions--are available for parties requiring 10 or more rooms per night.",,Contributor
31129,800 20th St N W,"Hotels,Lodging",Albuquerque,US,35.100147,-106.66754,Innpoints Worldwide,87104,NM,,Beware of surly designers...feed them & you will be fine,,Jennifer J
31131,3940 Centerview Dr,"Hotels,Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Lodging,Tourist Hotels",Chantilly,US,38.89765,-77.43159,Wingate By Wyndham Chantilly / Dulles Airport,20151,VA,4.0,"This was an overnight stay prior to an early departure from Dulles. It was about a 10 minute drive to the airport rental return. The hotel itself is new, clean, and comfortable. The staff made check in very easy. Bed and room were very comfortable.There were some decent restaurant options within easy walking distance.",Quiet and comfortable not far from Dulles.,A Traveler
31207,1606 Central Ave,Hotels,Albany,US,42.718398,-73.833766,Days Inn and Suites Albany,12205,Colonie Center,4.0,This visit was much better then my last! as far as the room is concerned I had no issue besides low water pressure do to a broken pipe. The desk clerks demeanor on the other hand was not very welcoming at all.,Better this time around!!,Barb L.
31318,35 Via Pico Plz,Hotels,San Clemente,US,33.437538,-117.621732,Holiday Inn Express San Clemente,92672,CA,5.0,Staff was extremely nice. Close enough to many main attractions without being in the center of craziness. Freeway minutes away to get u anywhere u want to go.,Nice and quiet but close to main attractions,
31469,3391 Peachtree Rd N E,Hotels,Atlanta,US,33.848866,-84.365492,The Westin Buckhead,30326,GA,5.0,Service was great. You were Wedding Central for a large family and it looked to me like every one had a comfortable stay!,Great location and wonderful time with family,kay
31533,7500 N Point Pkwy,"Hotels,Hotel",Alpharetta,US,34.041713,-84.303592,Hyatt Place Atlanta/alpharetta/north Point Mall,30022,GA,5.0,"I REALLY CANNOT SAY ENOUGH ABOUT THE HOTEL, THE SERVICE, ETC. I STAYED THERE WITH 3 SISTERS ALL FROM OUT OF TOWN TO ATTEND A CONCERT AT A NEARBY VENUE. THE HOTEL IS BEAUTIFUL, ROOMS GREAT, AND ABSOLUTELY AMAZING CUSTOMER SERVICE. THERE WAS A SHUTTLE TO AND FROM THE CONCERT. FRANKLIN GOES BEYOND THE CALL WHEN IT COMES TO CUSTOMER SERVICE. EVERY EMPLOYEE WE CAME IN CONTACT WITH WAS PLEASANT AND HELPFUL. THE LOCATION IS ALSO PERFECT FOR A CONCERT AT VERIZON, EXPLORING NORTH POINTE MALL AREA, AND THE NEW AVALON AREA. BEST EXPERIENCE WE HAVE EVER HAD AT A HOTEL!",FIRST CLASS ALL THE WAY!,B
31678,695 Campbell St,"Motels,Lodging,Hotels,B&bs / Inns",Baker City,US,44.78164,-117.81462,Eldorado Inn,97814,Baker,3.0,It was easy to get to the desk clerk was friendly and speedy the room was somewhat clean could have been better the beds were comfortable better than most and everything work it had a nice pool but the spa was close the usual breakfast had waffles and biscuits and gravy and other things the usual stuff all in all... More,Do to the interstate highways being close,Paul_the_weatherman
31689,450 Raynolds St,Hotels,El Paso,US,31.77634,-106.43274,Americas Best Value Inn - Medical Center/airport,79905,TX,3.0,The only complaint that I have is that the bed was very uncomfortable as everytime you would move it would squeak and since it got cold there wasn't a thick cover provided on the bed.,Great location!,A Traveler
31774,9941 W Charleston Blvd,"Hotels,Bed & Breakfast & Inns,Restaurants",Las Vegas,US,36.15889,-115.31277,Outside Inn,89117,NV,3.0,"There a lot of great things about this bar - the mammoth mountain-type atmosphere and the friendly, blue-collar crowd. However, if you get a beer, buy it by the bottle, b/c they don't clean their taps and I've known 3 people who've gotten really sick from the draught beer.",Buy beer by the bottle,kelpde
31776,1584 Susan Rd,"Hotels & Motels,Hotel,Resorts",Lake Ozark,US,38.206224,-92.665213,Point Randall Resort,65049,Vlg Of 4 Ssns,5.0,"This is the 2nd year we have headed to Port Randall for our anniversary. We really enjoy the Getaway Cabin (except the bed is rather hard)!! The resort is clean, quiet and very relaxing. We met some wonderful people staying in the cabin next door spent part of our weekend visiting with them. Definitely plan to bring our teenage... More",Anniversary Getaway,Melanie K
31797,222 S Broadway Ave,Hotels,Boise,US,43.608151,-116.192184,Courtyard By Marriott Downtown Boise,83702,ID,4.0,We stayed for 2 nights and we got no maid service. The front desk was very nice when I asked for new towels but didn't seem overly concerned about us not having maid service. When I checked out they showed a little bit more concern but not to the degree I felt they should have.,Boise Trip,A Traveler
31865,269 Fontana Blvd,"Travel,Spa,Restaurants,Business Hotels,Lodging,Villas,Resorts & Vacation Cottages,Health Spas,Restaurant,Hotels,Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Resorts,Tourist Hotels,Resort",Fontana,US,42.548854,-88.576382,The Abbey Resort,53125,WI,,location + amenities,,William Hunt
31915,5300 S Pulaski Rd,"Hotels,Lodging,Motels",Chicago,US,41.79735,-87.72327,Crossroads Hotel,60632,IL,1.0,"Its a scary old motel with rusty doors and a staff that is about as friendly as the people the DMV. My kids had been misbehaving a lot right around the time of our trip to Disney world, so I told them I was canceling the vacation to Disney World and we were going somewhere else instead. I drove them to this place and it scared them straight. The place is old, scary and dirty. It smells like old cheese and the only people who stay here are either homeless, on narcotics or havi...view moreng an affair. After I made my kids think we were staying here for a vacation instead of Disney World they straightened up and stopped misbehaving. Thanks Crossroads Hotel!view less",A great place to scare your kids,BigLadyG
31916,280 E Mel Ave,"Resorts,Hotels,Lodging,Motels",Palm Springs,US,33.840755,-116.54468,Helios Resort,92262,Palm Springs Municipal Airpo,3.0,"Have been staying at this resort for so many years, and current management knows how to pamper the guests with breakfast buffet and poolside misting sprays for super hot days. Jaccuzzi is large and always at the right temperature. Pool is refreshing and music plays softly throughout the afternoons. There is a play-area were guests can explore their BDSM side, but the area has become run down and could use some repair of suspension posts and spanking tables. Easy stroll to center of town, and nearby Riveria Hotel is a retro-dream.",Great LIttle Hideaway,CactusJohn
31918,715 Boll Weevil Cir,"Lodging,Corporate Housing,Hotels & Motels,Budget Hotels",Enterprise,US,31.327117,-85.835556,Best Western Plus Circle Inn,36330,AL,5.0,"We had a pleasant stay and the Hotel Staff was friendly and very professional. The only shortcoming ,as I said was the television programming, few local channels and no local news or movie channels were few.",Our Stay in enterprise Alabama,ANDREW B
31940,1293 W Broadway St,Hotels,Idaho Falls,US,43.49497,-112.052329,Fairfield Inn and Suites By Marriott Idaho Falls,83402,ID,4.0,One person in our group noticed the nearby freeway noise but the rest of our group had no complaints. Good stay at a really nice hotel.,Super Clean & GREAT Breakfast!,A Traveler
31986,222 N Ingram Mill Rd,Hotels,Springfield,US,37.2085,-93.22816,Greenstay Hotel and Suites,65802,MO,5.0,Everything was great except for the eggs on the breakfast buffet. However spongy buffet eggs are a fairly normal occurrence. At least they have eggs and sausage. Overall a good value and a good experience.,Good value,John
32064,229 N Hayden St,"Motels,Lodging,Hotels",West Yellowstone,US,44.663464,-111.110565,Pine Shadows Motel,59758,MT,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
32065,4800 S Ocean Blvd,Hotels,North Myrtle Beach,US,33.791179,-78.734704,Beach Cove 411 Tower A Sierra's 1 Bedroom Condo By Prista Management,29582,Cherry Grove,,"Great location, just outside the busiest areas.  Beautiful beach and amenities.  Could use some updating to get it out of the 1980's, but it's clean, and the staff are friendly.",,DetailBoi
32136,2605 Weston Rd,Hotels,Fort Lauderdale,US,26.085576,-80.372269,Residence Inn By Marriott Fort Lauderdale Weston,33331,Southwest Ranches,4.0,"The hotel is well located in Weston near the highways, clean, not too crowded. The breakfast is better than average. I will definitely come back.",Nice and convenient,Luis
32224,1805 Birch Rd,"Corporate Lodging,Apartments,Real Estate Agents,Student Housing & Services,Retirement Apartments & Hotels,Apartment Finder & Rental Service,Educational Services,Lodging",Kenosha,US,42.625263,-87.82863,Petretti Apartments,53140,WI,1.0,,,bjgreenday
32237,1805 Svetrans Pkwy,Hotels & Motels,Bloomington,US,40.459739,-88.976728,Extended Stay America - Bloomington - Normal,61701,Bloomington Heights,,"Editorial Review by Citysearch Editors Spacious studio suites cater to corporate travelers with separate kitchen, dining and sleeping areas plus workspace with data ports and voicemail.",,Contributor
32239,40 Berkeley St,"Hotels,Hostel",Boston,US,42.346133,-71.071032,40 Berkeley Hostel,2116,MA,3.0,"We booked this hostel because it was the cheapest place in the Center area in boston. When we got there there was a mixup with our reservation and they took care of it right away. Excellent customer service at the front desk, very polite and helpful, answered all our questions. The room was a twin on the sixth floor, very... More","Excellent location, but not frills",plumbitaa
32400,7255 183rd St,"Hotels & Motels,Travel,Lodging,Apartment Hotels,Beach Hotels,Budget Hotels,Business Hotels,Extended Stay,Family-Friendly Hotels,Tourist Hotels,Weekend Getaway Hotels",Tinley Park,US,41.557196,-87.793904,La Quinta Inn & Suites Chicago Tinley Park,60477,IL,,"Distinctive whitewashed and tile-roofed chain offers convenience and consistency. In ShortSince opening its first location next to the San Antonio World's Fair in 1968, this hotel has become synonymous with consistency and reasonable rates. Room conveniences include data port phones with voice mail, free high-speed Internet, work spaces, coffeemakers, irons, hair dryers and premium TV channels. Budget-conscious travelers will appreciate free continental breakfast and free stays for kids under 18. Two-room suites include separate sitting and sleeping areas and a recliner or pull-out sofa.",,Contributor
